WordId,TestId,PartOfSpeech,Description,Example,Source
447,3,adjective,"extremely sad, without hope","Fariha was a very strong woman, and she never became despondent no matter how many misfortunes she went through.",Magoosh
448,3,verb,to create (something strong) through a large effort,"Climate change cannot be fixed by any one government; if we are going to stop it, nations around the world must forge a partnership.",Magoosh
449,3,verb,to decide not to use or have something good,Terry had to forgo his summer backpacking trip across Europe in order to save money to fix his car instead.,Magoosh
450,3,adjective,experienced at doing something,"Given the managers’ extensive experience, the boss requested that each of her seasoned managers work closely with new hires.",Magoosh
451,3,verb,to live somewhere,Creatures that dwell deep in the darkest caves have lost all color in their skin and become blind from the darkness.,Magoosh
452,3,verb,to come together for a formal discussion or meeting,"In response to the school's poor performance on tests, the principal and his best teachers convened to improve the curriculum.",Magoosh
453,3,verb,to spin or turn around,"Lily's chair squeaked when it rotated, which drove her coworkers crazy due to her habit of swiveling while thinking.",Magoosh
454,3,adjective,perfectly appropriate,"The lion is sometimes called ""king of the beasts,"" an apt description given the animal's appearance and power.",Magoosh
455,3,adjective,many in number or very common (used for bad things),Never believe anything you hear in a politician's speech; they are rife with inaccuracies and even lies.,Magoosh
456,3,noun,a short period of calm or inactivity,"Once Mark and Petra finally got their screaming baby to sleep, they sat quietly, afraid that even a whisper would break the first lull in three days.",Magoosh
457,3,adjective,produced or growing in very large numbers,"The presidential candidate’s campaign became one of the most popular in history, with a profuse number of supporters attending each of his speeches.",Magoosh
458,3,verb,to grow stronger or healthier,A good gardener knows plants flourish only with the right amount of sun and water.,Magoosh
459,3,noun,a serious disease that kills many people,"Sarah wept as she told her children the story of the plague that had killed her village, leaving only two survivors to continue their traditions.",Magoosh
460,3,verb,to invite or attract to come to,"Julie was supposed to spend all day in the library, but the sun beckoned as she passed a window and she couldn't resist going outside.",Magoosh
461,3,adjective,"unable to do well, bad at","In spite of his strong resume, it quickly became clear that the new analyst was inept, incapable of performing the most basic analyses.",Magoosh
462,3,adjective,not secret or hidden,"The disagreement between the neighbors grew from quiet, angry looks to overt hatred as they began throwing eggs at each other's houses.",Magoosh
463,3,adjective,requiring and demanding accuracy,"Though his childhood piano teacher was so exacting, Max is thankful now, having become a professional pianist.",Magoosh
464,3,adjective,originating in a certain area,"Many think the potato is indigenous to Europe, but it actually originated in what is now Peru.",Magoosh
465,3,adjective,unimportant and small,"Even though most would consider it a trivial problem, Mr. Sheldon spent an hour in the meeting questioning where his favorite pen had disappeared to.",Magoosh
466,3,adjective,well known and respected,"Although the poet was not appreciated or recognized during his lifetime, he became widely celebrated for his creativity after his death.",Magoosh
467,3,noun,hate and conflict,"Jan had fought loudly with her mother every day until she left for college, so the rest of the family enjoyed the break from the strife.",Magoosh
468,3,adjective,giving careful attention to detail,The surgeon's fastidious attention to each and every tiny cut or stitch frustrated his staff but overjoyed his patients.,Magoosh
469,3,verb,to officially end a bad system,"The candidate for student president promised to abolish homework, grades and exams; unfortunately, she lost because nobody believed it was possible.",Magoosh
470,3,verb,increase or improve after a low point,"Even after his investors and customers had abandoned him, Charles still thought his xylophone business was going to make a rebound.",Magoosh
471,3,adjective,extremely small,The introduction of the electron microscope made it possible to view infinitesimally small details on cells.,Magoosh
472,3,noun,a cause or reason to start an action,"Before John met Amanda, all his shirts were old and filled with holes, but his desire to impress her gave him the impetus to buy all new clothes.",Magoosh
473,3,verb,to slow the progress of or make more difficult,Batgirl's high heels once again hindered her ability to chase the bank robbers; she wondered why she couldn't wear comfortable boots as Batman did.,Magoosh
474,3,adjective,more than is needed; very fancy,Fido's birthday feast was lavish; most guests thought that a dog would not be able to appreciate the bits of gold in his steak-flavored ice cream.,Magoosh
475,3,verb,to cover completely with liquid,We regretted not checking the weather before leaving home when we were quickly drenched by an unexpected summer storm.,Magoosh
476,3,verb,to stop somebody's plan,"Aeroman, the inexperienced town superhero, failed to thwart the villain’s plans to take over the city, which was soon renamed Villiantown.",Magoosh
477,3,noun,a class that students can select from among alternatives,"While some classes are mandatory for all biology students, others such as parasitology and botany are electives.",Magoosh
478,3,noun,a false name used publicly,"To avoid public attention, the author decided that rather than using her real name, she would use a pseudonym when publishing her novels.",Magoosh
479,3,adjective,hard but easy to break,"Unaware that the tree was diseased, the boy had no idea that the thick branch he was climbing on was actually brittle and ready to snap.",Magoosh
480,3,adjective,very noticeable,The fact that oil companies have shown a marked interest in the lawmaker's proposition should generate some suspicion.,Magoosh
481,3,verb,to collect together slowly over time into a larger amount,"Billy stored his favorite old toys in his parents' basement, where dust and spider webs slowly accreted on the forgotten plastic soldiers and trucks.",Magoosh
482,3,verb,to enlarge or increase; to improve,"General Lee's army was augmented when Jackson joined to add his 17,000 men in support of Lee's goals.",Magoosh
483,3,noun,a state of danger,"Tony Stark, the arrogant billionaire, placed the lives of his loved ones in jeopardy when he publicly announced that he was the superhero, Ironman.",Magoosh
484,3,adjective,very weak,"After months of being sick in bed, Harry did not have all of his energy back and felt quite feeble when trying to do even simple things.",Magoosh
485,3,noun,housing that someone is living in,"Expecting her lazy boyfriend’s dwelling to be messy, Jane was shocked to find that the apartment was neat and clean.",Magoosh
486,3,adjective,cold-feeling and dark; hopeless,Veronica bought two plane tickets to the sunny Caribbean because she didn't want to suffer through another winter in her bleak hometown.,Magoosh
487,3,verb,to persuade somebody or an animal come somewhere by promising a reward,"In order to lure the mouse into the trap, Gary placed a small amount of peanut butter inside.",Magoosh
488,3,verb,lift up,"With his face red and his teeth clenched tight, the bodybuilder successfully hoisted the weights over his chest.",Magoosh
489,3,adjective,producing many things,"Schubert was the most prolific composer, producing hundreds of hours of music before he died at the age of 31.",Magoosh
490,3,noun,objects for sale,"The store owner was tired of shouting out onto the street all of the different items in her store, so she made wood signs listing her wares instead.",Magoosh
491,3,verb,to gently persuade or influence to do something,The kittens were shy and distrustful; even a big piece of fish on the floor couldn't coax them out from their hiding place behind the couch.,Magoosh
492,3,verb,to move around in search for food,"Raccoons are experts at foraging for food: they can find scraps at a campground, under the seats at a ball stadium, or anywhere humans create trash.",Magoosh
493,3,adjective,making success more difficult,"They were planning on pouring concrete for the building's foundation this week, but due to the rain, the conditions are too adverse to do so.",Magoosh
494,3,adjective,often changing suddenly and unpredictably,"The wild, sudden turns of the car led the police officer to investigate; when asked about his erratic driving, the driver had no explanation.",Magoosh
495,3,verb,to show contrast by placing two things next to each other,"My car is still new, but it looks cheap in this parking lot, juxtaposed with so many luxury cars.",Magoosh
496,3,noun,a traditional story that teaches a lesson,"Grandma's fables always had very specific lessons; my favorites were ""The elf that always left the toilet seat up"" and ""the fairy that chatted on Facebook instead of getting Granny a glass of water.""",Magoosh
497,3,verb,use all of (used especially for natural resources),"The soldiers had carelessly depleted all of their resources, during the summer, leaving little food for the oncoming winter.",Magoosh
498,3,noun,"the time when an event will happen very soon (as ""on the verge of"")",I was on the verge of throwing my unresponsive computer out the window when I realized the battery was simply dead.,Magoosh
499,3,adjective,"cautious, not trusting",Years of being stuck in the loud and crowded shelter made the dog wary of other animals.,Magoosh
500,3,adjective,too colorful and overly decorated,"Karen knew the bright pink, skin-tight suit was gaudy, but she had promised her five-year old son that he could pick her clothing for the party.",Magoosh
501,3,adjective,skilled in a specific ability,"After many years of practice and repetition, the sculptor was adept at carving perfect representations of the human body in stone.",Magoosh
502,3,verb,to flow slowly through something with many small holes,Some people are worried that new methods of natural gas extraction from the earth cause toxic chemicals to seep into the water underground.,Magoosh
503,3,adjective,showing the truth (used for a story or piece of information),"When I asked William if he still loved me, he didn't say ""no,"" but his silence was telling.",Magoosh
504,3,adjective,important immediately,"It was six in the morning and she still hadn't finished the essay that was due at eight; but after working all night, her most pressing need was a cup of coffee.",Magoosh
505,3,verb,to cut off from a whole,"With one strong swing of a heavy axe, the head of the fallen king was severed, and the people were free.",Magoosh
506,3,adjective,not done well and done quickly without planning,"As there were no building materials readily available after the storm, victims built haphazard shelters from whatever they could find.",Magoosh
507,3,noun,the time when a big change started or arrived,The advent of the Internet was a major event in human history—never before could people search for and find information so easily.,Magoosh
508,3,adjective,careful not to do things that hurt or anger other people,Arriving in a new country can be difficult for even the most tactful person; customs that are ordinary in one country may be offensive in others.,Magoosh
509,3,adjective,extremely small,"Unfortunately for her students, the professor noticed even the most minute mistakes in essays that she graded.",Magoosh
510,3,noun,an extremely heavy rain,The torrent of rain that accompanied the typhoon dumped several metres of water on the city over the course of the week.,Magoosh
511,3,verb,to turn away from or prevent,"After heavy rain this winter, water was released from Lake Shasta to avert flooding.",Magoosh
512,3,adjective,"dry, without rain","Due to years of little rainfall in California, lakes are dry, rivers are empty, and forests are arid.",Magoosh
513,3,adjective,heavily decorated in small detail,The statues on the church wall are highly ornate: it took the artist years to carve the tiny details.,Magoosh
514,3,adjective,attractive and old-fashioned (used especially for places or traditions),"As Mary walked through the quaint little village with old-fashioned cottages and stone streets, she felt that she had gone back in time.",Magoosh
515,3,adjective,"logical and understandable, without errors","After several months of careful investigation, the committee decided that its conclusions were clear and sound enough to report to the public.",Magoosh
516,3,verb,experience a difficult change or process,"Aiko's school had undergone a quick but detailed renovation, making it disturbingly unfamiliar to her when she returned after only a few weeks away.",Magoosh
517,3,adjective,"difficult to find, catch, or achieve",Many birdwatchers enjoy tracking highly elusive species because the reward of actually seeing a rare bird is so great.,Magoosh
518,3,noun,a long time with not enough rain,"The drought left the landscape dry and lifeless; it had not rained in months, and even the river that the town depended on for water had dried up.",Magoosh
519,3,verb,dry out and die (used for plants),"After two weeks on vacation, the family returned to find that their plants had withered from sitting in the sun and not receiving enough water.",Magoosh
520,3,adjective,angered at something unjust or wrong,Geoffrey was indignant after the same driver got in front of him then slowed down for the third time.,Magoosh
521,3,adjective,not harmful,I thought Jim's comment about how much salt I'd put on my food were innocuous until I realized he was criticizing my health choices.,Magoosh
522,3,verb,to use government authority to demand payment,"In an effort to grow his support among the rich, the newly crowned king put an end to taxes that his father had previously levied on merchants.",Magoosh
523,3,adjective,of the highest importance,"Although we want the mission to send a man to Mars to succeed, the lives and safety of the astronauts are paramount.",Magoosh
524,3,verb,to send (a person) away permanently in punishment,"When my parents banished my boyfriend Mitchell from our house, he wasn't even allowed on the front lawn: he had to stay as far away as possible.",Magoosh
525,3,verb,combine into one,"The two cities of Buda and Pest were separate for centuries, but in the nineteenth century they fused to become Budapest.",Magoosh
526,3,verb,"to manage a difficult situation, especially emotionally","If we could teach children how to cope with difficult situations, they might have better emotional stability throughout their lives.",Magoosh
527,3,noun,"writing made of normal sentences, not a poem","Don Quixote is often called ""the first modern novel"" in European literature, largely because it was one of the first stories written in prose.",Magoosh
528,3,verb,to add decoration and detail to make more beautiful,"Late last night, somebody painted cat faces on all the statues that adorn our town's government buildings.",Magoosh
529,3,adjective,dishonest or not giving the whole truth,"The public could not trust their disingenuous leader, as he was infamous for avoiding direct answers to question in every interview.",Magoosh
530,3,verb,to save something from the destruction of everything around it,"In order to keep costs down in repairing his car, Stephen salvaged old parts from a local junkyard.",Magoosh
531,3,adjective,far away,"McMurdo station, an American research facility in Antarctica, is one of the world's most remote settlements.",Magoosh
532,3,adjective,dark or cloudy and hard to see through,The dirt and debris from the landslide went down the river and turned the previously clear lake a murky brown.,Magoosh
533,3,verb,to pull back,My pet snail hates me! Every time I try to touch him he retracts his head.,Magoosh
534,3,adjective,highest in rank or importance,"Regardless of what people think of Michael Jackson today, he was one of the foremost musicians of his time.",Magoosh
535,3,verb,to grow or spread extremely quickly,"Since the invention of the smartphone, internet access across the world has mushroomed.",Magoosh
536,3,adjective,happening often without stopping (used for bad things),"Now that they are building a skyscraper next door, the sound of construction is incessant and impossible to escape.",Magoosh
537,3,adjective,impossible to stop,"As summer nears its end, brown bears eat as much as possible to prepare for the inexorable coming of winter.",Magoosh
538,3,adjective,"ready or helpful when needed (used with ""not"" to describe problems)","Although our education system is suffering badly from a lack of money, help from the government hasn't been forthcoming.",Magoosh
539,3,adjective,"very complicated, with many parts (used for abstract things)",Katie was surprised that the process for learning how to code was not nearly as involved as she had anticipated.,Magoosh
540,3,adjective,mysterious and scary,"As Joel walked through the haunted house, the eerie music made him even more scared than he already was.",Magoosh
541,3,verb,to lead a change,"After volunteering at a homeless shelter, I decided to spearhead a volunteer program at my office to get more of my coworkers involved.",Magoosh
542,3,noun,one side or aspect (used for abstract things),"After two years of living abroad, Mario decided that he missed some facets of American food culture, including the variety of restaurant types.",Magoosh
543,3,verb,to clarify by making less general,"Patrick qualified his love for San Francisco, adding that he didn't like the weather as much as the weather in Los Angeles.",Magoosh
544,3,verb,to melt slowly after a temperature change,"The ice cream was really hard to scoop, so I left it on the counter to thaw for 30 minutes.",Magoosh
545,3,verb,"to produce eggs (used for fish, frogs, etc.)","Salmon begin their lives in streams, then swim out to the ocean to spend their lives, but return to the same streams to spawn.",Magoosh
546,3,noun,serious danger,"Politicians who warn about the great perils we face from other countries will always get attention, even when their warnings aren't based on facts.",Magoosh
547,3,adjective,"depressing, hopeless; very bad","The month after I lost my job was dismal; I couldn't find work, so I was afraid of not being able to pay rent or buy food.",Magoosh
548,3,verb,to completely destroy (used for buildings),"The armies of the north poured quickly into the south, stealing food and valuables, setting fires to homes, and razing entire towns.",Magoosh
549,3,verb,to give abilities to,"The author James Joyce endowed the character Leopold Bloom with patience, humility, and tolerance.",Magoosh
550,3,verb,to make worse,"The soccer field is already muddy and unfit for play, and another few days of rain will exacerbate the problem even further.",Magoosh
551,3,verb,to keep a tradition,"Thousands of years after the earth was first proved to be a sphere, some groups today uphold the belief that our planet is actually flat.",Magoosh
552,3,preposition,in spite of,"High prices notwithstanding, over 70 million iPhones were sold in the last three months.",Magoosh
553,3,verb,to stick to and not come off,"A fly's feet adhere to most surfaces, giving it the ability to walk upside-down on a ceiling.",Magoosh
554,3,noun,an enjoyable smell,"As the pie came out of the oven, the aroma of baked apples filled the room.",Magoosh
555,3,adjective,extremely difficult and tiring,"When my father turned 60, he took a surprising interest in grueling races, sometimes running 150 kilometers in the summer heat.",Magoosh
556,3,verb,to throw forcefully,"Most people simply drop their pennies in the wishing well, but Jim would insist on hurling his coins into the well, producing a big splash.",Magoosh
557,3,noun,a natural ability for a specific skill,"I have a knack for remembering faces, but I have a lot of trouble remembering names.",Magoosh
558,3,verb,to attack without pausing,"Early in World War II, the US rarely attacked Japan's home islands, but after the fall of Okinawa, the Air Force bombarded Japan for months.",Magoosh
559,3,adjective,willing to be bold in social situations or to take risks,"In my first week of teaching preschool, one especially audacious child tried to cut my hair without even asking.",Magoosh
560,3,noun,the highest point,"Top athletes in most sports hit the apexes of their careers in their 20s or early 30s, after which health becomes harder to maintain.",Magoosh
561,3,noun,the visual objects and signs associated with a position or status,"After receiving a meat thermometer as a gift, I realized I was becoming surrounded by the trappings of adulthood.",Magoosh
562,3,adjective,easy to understand; from clear thinking,"My physics teacher made complex models easy to understand by explaining them with lucid, concrete examples that we could relate to.",Magoosh
563,3,verb,to trade in a system that doesn't use money,"Because she couldn't afford my tutoring prices, she suggested bartering: she gave me an hour massage for each hour of tutoring.",Magoosh
564,3,noun,something that starts or speeds up an event,"The death of Archduke Franz Ferdinand, the man who was next in line to rule the Austro-Hungarian Empire, was the catalyst for World War I.",Magoosh
565,3,verb,to press down; to cause to drop,"A rise in unemployment typically depresses the stock market, because few want to invest in companies that cannot employ people.",Magoosh
566,3,adjective,suspicious and possibly wrong,I saw a carton of milk with an expiration date so dubious I decided to buy it for fun: it has a date one year from today printed on it.,Magoosh
567,3,verb,replace someone or something that doesn't fill a role anymore,"As researchers build better robots, we should worry about being supplanted by machines that can do the same things we are paid to do.",Magoosh
568,3,adjective,unclear,A typical ten-year-old has only a hazy idea of how to manage money and how important it is to do so.,Magoosh
569,3,verb,to hide when preparing to attack,"Toshio sat quietly in his small boat, terrified of the crocodiles that lurked in the water below.",Magoosh
570,3,verb,to become much less or many fewer,"Due to repeated overfishing, the numbers of snow crabs have severely dwindled in recent years.",Magoosh
571,3,adjective,lasting for a very short time,"Roller coasters are thrilling, but the experience is fleeting; most rides take under 90 seconds to complete.",Magoosh
572,3,noun,a container,"Two-thousand-year-old pots found in Iraq, known as ""Baghdad batteries,"" were probably not actually batteries but instead vessels for important texts.",Magoosh
573,3,verb,to remove something unwanted from a group,"Because we had 67 applications for the 20 positions on the committee, we began by culling all who clearly lacked even the minimum experience.",Magoosh
574,3,noun,an untruthful reason given for an action,"As the movie started, Karthik moved slowly closer to Sofia under the pretext of getting more comfortable in his seat.",Magoosh
575,3,adjective,well combined into one whole,"A well-written, cohesive essay will keep on topic at all times, never losing sight of the main argument.",Magoosh
576,3,verb,to encourage or stimulate,"In an unwise attempt to spur more intense conversation among his students, Professor Greene assigned a clearly racist text for reading.",Magoosh
577,3,verb,to want something badly and immediately,"I enjoy coffee once in a while, but my friend craves it: he can't even imagine going a day without it!",Magoosh
578,3,verb,to flow very slowly,I watched the raindrop trickle down the car window as we sat stopped at a stoplight.,Magoosh
579,3,verb,to fail to notice,"Although she played perfectly throughout the game, Michelle was overlooked in the celebration of her volleyball team's victory.",Magoosh
580,3,noun,confidence and enthusiasm within a group of people,The company morale at Yahoo has suffered because of the frequent changes of CEOs.,Magoosh
581,3,noun,a force pushing forward,I've always been confused by the source of propulsion of giant cargo ships—how can they efficiently move so much weight?,Magoosh
582,3,adjective,violent and uncontrolled,"Some see the great white shark as a savage animal with a thirst for blood, but as a biologist, I know they are only doing what they must to survive.",Magoosh
583,3,adjective, making worse; annoying,,Barron
584,3,noun, something that holds interest and is enjoyable,,Barron
585,3,adverb, feasibly; believable,,Barron
586,3,verb, to change from one form or state to another,,Barron
587,3,adjective, being able to restore to good condition,,Barron
588,3,adjective, weakening,,Barron
589,3,adjective, of a certain amount; having an end; not infinite,,Barron
590,3,noun," the feeling of freedom from danger, doubt, or worry",,Barron
591,3,adjective, harmful; capable of being fatal,,Barron
592,3,noun, calm; quietness,,Barron
593,3,verb," to catch and hold onto, usually by trickery; deceived",,Barron
594,3,adverb, clearly true,,Barron
595,3,adjective, guessed lower than the actual quality or quantity,,Barron
596,3,verb," to know, remember, and accept the existence of something",,Barron
597,3,verb, to become a part of,,Barron
598,3,noun, a variety,,Barron
599,3,noun, the standard of; the degree of goodness,,Barron
600,3,adjective, made smaller; shortened; merged,,Barron
601,3,adjective, not agreeing with the facts or previous statements made on the subject; declared wrong,,Barron
602,3,verb, to pay no attention,,Barron
603,3,adjective, having much monetary or sentimental value; beautiful,,Barron
604,3,adjective, famous; having a high position,,Barron
605,3,adjective, needed for a specific purpose,,Barron
606,3,verb, to organize; to make clear,,Barron
607,3,adjective, not clear; ambiguous,,Barron
608,3,noun, the amount of something contained in a space,,Barron
609,3,noun, a special quality that endears other people to the person who has this quality,,Barron
610,3,adjective, intelligent; resourceful,,Barron
611,3,verb, to make someone see things your way,,Barron
612,3,verb," to give up; to have something taken away, usually by rule or regulation",,Barron
613,3,adjective," not safe, firm, or steady",,Barron
614,3,adjective, extreme; harmful,,Barron
615,3,adjective, not consistent; irregular,,Barron
616,3,adjective, excellent quality; above all the rest,,Barron
617,3,adjective, done without thought or consideration,,Barron
618,3,adjective, not strong; incapable,,Barron
619,3,noun, knowledge and understanding,,Barron
620,3,noun, a joke; a funny story,,Barron
621,3,verb, to make efforts to attain or gain something,,Barron
622,3,adverb," short, usually in time",,Barron
623,3,verb, to cause to move along a fixed path; to move freely,,Barron
624,3,adverb," without changing; keeping the same principles, ideas, or quality",,Barron
625,3,verb, to show or demonstrate,,Barron
626,3,verb," to establish, start up",,Barron
627,3,adverb, not following established rules; not desirable,,Barron
628,3,adverb, acting without thinking,,Barron
629,3,adjective, almost never,,Barron
630,3,adjective, kept separated from others,,Barron
631,3,adverb, in a way clearly seen; not done secretly,,Barron
632,3,adverb, in a deep way; showing deep knowledge of a subject,,Barron
633,3,adverb, showing sensitivity or quick thinking; showing a quick change in direction,,Barron
634,3,adjective, being found in a certain place,,Barron
635,3,adverb, following; coming after something,,Barron
636,3,adjective, clearly able to be determined,,Barron
637,3,adjective, being in complete disorder and confusion,,Barron
638,3,adjective, an easily recognized quality of something,,Barron
639,3,verb, to give an example,,Barron
640,3,adjective, giving pleasure or a feeling of accomplishment; showing thanks,,Barron
641,3,verb, to cause something to begin,,Barron
642,3,adjective," reasonable, lawful",,Barron
643,3,adjective, a certain way or thing; unusual; hard to please,,Barron
644,3,adjective," sending out in all directions, especially heat or light",,Barron
645,3,noun, the top of a mountain range; a raised part of any surface,,Barron
646,3,verb, the length of time or distance from one limit to the other; to cross,,Barron
647,3,adjective, unplanned; uncontrolled,,Barron
648,3,noun, a natural flow of something; a pouring out,,Barron
649,3,adverb, having a tendency to do something; likely,,Barron
650,3,noun, a show or exhibit,,Barron
651,3,noun, things combined to make something; the contents of something,,Barron
652,3,adverb, in an unthinking manner; not chosen,,Barron
653,3,noun, something that surprises or impresses,,Barron
654,3,adjective, able to determine how much or how many,,Barron
655,3,adjective," not too much, not too little",,Barron
656,3,adjective, unusual,,Barron
657,3,noun, a picture or element cast back,,Barron
658,3,adverb, according to reports or hearsay; widely believed or accepted,,Barron
659,3,adjective, continuing in a constant way; remaining strong,,Barron
660,3,noun, a sign or object that represents something or somebody marks,,Barron
661,3,noun, the mixing of separate things to form a whole,,Barron
662,3,adjective, real; that which can be felt,,Barron
663,3,adverb, being fixed in place; close; leaving no freedom,,Barron
664,3,article," able to be done, usually refers to something you can do without damage or loss v",,Barron
665,3,article, to make something impure by adding something dirty or a poisonous substance n v,,Barron
666,3,article, noticeable; easily seen n v av,,Barron
667,3,article, active and growing; healthy v,,Barron
668,3,article, of average quality; not good or bad n,,Barron
669,3,article, hardly noticeable; scarcelt detectable; to ignore; to give little attention n2 a3 av,,Barron
670,3,article, being almost of the same type or time; comparable a=v,,Barron
671,3,article, unusual; uncommon n av,,Barron
672,3,article, worthy of mention; uncommon,,Barron
673,3,article, to be spread out or separated widely v,,Barron
674,3,article," having good quality, being well made; firm; not a gas or liquid n v",,Barron
675,3,article, a little,,Barron
676,3,adverb, almost correct; not exact n v=a,,Barron
677,3,article, difficult; causing worry or fear,,Barron
678,3,article, the state of being inside when not desired to be there by others n2 v av,,Barron
679,3,article,"occuring at specific, determind period of time",,Barron
680,3,article, likely to do something,,Barron
681,3,article, correctly telling about future events n2 v av,,Barron
682,3,noun, the relationship of size or importance when compared to another object or person a2 (--> av2),,Barron
683,3,adverb, in a trusted way n2 v a2,,Barron
684,3,adverb, unwillingly n a,,Barron
685,3,noun, fame,,Barron
686,3,noun, a victory; a success v=n a2,,Barron
687,3,verb, to restore to life or bring back into memory,,Barron
688,3,noun," a report of an event; money kept in a bank; a statement of something used or received, usually a financial report n2 v a",,Barron
689,3,article," very old, old-fashioned, no longer used",,Barron
690,3,verb, to cause to go faster; move forward more quickly n a av,,Barron
691,3,article, not moving; not involved n2,,Barron
692,3,article, having many parts; finely detailed n av,,Barron
693,3,noun, of great size or importance n v a av,,Barron
694,3,verb, to have to do sth n a2 av,,Barron
695,3,noun, questionnaire; a vote of public opinion n2,,Barron
696,3,article, convenient or effective n,,Barron
697,3,verb, to cause something to happen; to do quickly; to be on time n av,,Barron
698,3,verb, to give information or understanding to someone,,Barron
699,3,verb, to cause or produce negative behavior,,Barron
700,3,noun, the state of changing one's position,,Barron
701,3,article, strongly supporting a group or point of view,,Barron
702,3,noun," a regular, repeated arrangement or action",,Barron
703,3,noun, natural events or facts; strange or notable n pl a,,Barron
704,3,article," a feeling of love for people, usually resulting in financial aid to worthy causes n2",,Barron
705,3,article," quiet, not easy upset",,Barron
706,3,article, more than sufficient,,Barron
707,3,noun, a reply; a change that occurs when substances are mixed,,Barron
708,3,noun," a regular pattern, usually in music a av",,Barron
709,3,article, concerning pleasant natural surroundings n2 av,,Barron
710,3,article, protected from harmful elements; isolated from reality n=v,,Barron
711,3,adjective, going out of sight,,Barron
712,3,adjective, not far from top to bottom,,Barron
713,3,verb, to collect,,Barron
714,3,verb," to highlight, to give more importance to",,Barron
715,3,verb, to hide the usual appearance of something (n=v) a,,Barron
716,3,verb, to begin; to establish; to take decisive action without help n2 a,,Barron
717,3,article, something newly introduced; creative,,Barron
718,3,verb, to tell a story; relate n3 a=n,,Barron
719,3,verb," to leave out, not include n a",,Barron
720,3,article, strange and unpleasant; beyond accepted norms,,Barron
721,3,adverb, a part of the whole; incomplete a av2,,Barron
722,3,verb, to accept formally by vote n a,,Barron
723,3,verb, to represent; to act n,,Barron
724,3,verb, to update; to make more efficient or concise,,Barron
725,3,adverb, being old fashioned; no longer in general use,,Barron
726,3,adjective, being uninterested or not caring about something,,Barron
727,3,article, being of many different types n4 v a2 av,,Barron
728,3,article, with no preconceptions,,Barron
729,3,verb," to think that sth is true, but having no proof n=v n a",,Barron
730,3,verb," to tell, to show a connection between two things n2 a",,Barron
731,3,noun, the state of acting against; not being in agreement v a2,,Barron
732,3,article,"sth unusual, uncommon; new",,Barron
733,3,adverb," commonly, usually n2 v a",,Barron
734,3,noun, a careful examination in order to determine facts n a,,Barron
735,3,verb," to make up, usually with an intent to fool or trick; to lie n a",,Barron
736,3,article, too old to be presently useful; outmoded n,,Barron
737,3,verb, to grow; to go through a period of change,,Barron
738,3,verb, to change in form or appearance,,Barron
739,3,article," clearly false, without reason n av",,Barron
740,3,noun, a share; a part set aside for a special purpose; an assignment of portions v a,,Barron
741,3,article, a state where everything is of the same size or weight,,Barron
742,3,article, having errors n,,Barron
743,3,noun, a need for; an insufficient amount,,Barron
744,3,article," to be stretched, easily shaped",,Barron
745,3,noun, ways,,Barron
746,3,article, small from one side to the other; limited n,,Barron
747,3,noun, an opinion formed in advance without experience or knowledge of something v a,,Barron
748,3,article," firm, reliable, dependable n",,Barron
749,3,article, quick n,,Barron
750,3,adverb," reported, but not confirmed n v a",,Barron
751,3,article," very small; in form, but not in substance",,Barron
752,3,verb, to flood n,,Barron
753,3,adverb, with define purpose and planning n,,Barron
754,3,adverb, happening immediately; in a short period of time n a,,Barron
755,3,article, a large amount or quantity; more than reasonable,,Barron
756,3,adverb," slowly, but surely",,Barron
757,3,article, proven with written evidence n v a,,Barron
758,3,adverb," in a careful, polite manner a",,Barron
759,3,article, to be satisfied; very happy n a,,Barron
760,3,article, to be said or written in recret n v,,Barron
761,3,verb, to shake or move; to cause worry,,Barron
762,3,article, showing serious purpose; one who works carefully and with enthusiasm,,Barron
763,3,verb, to surround completely; to envelop,,Barron
764,3,noun, the act of making larger v a,,Barron
765,3,adverb, by accident; without paying attention; unexpectedly,,Barron
766,3,article, sth that cannot be prevented from happening n av,,Barron
767,3,noun, in the beginning stages of development n a,,Barron
768,3,adverb, done according to a plan a,,Barron
769,3,article, not probable,,Barron
770,3,article, without good reason or cause; inappropriate,,Barron
771,3,noun, the highest point,,Barron
772,3,verb, to cause to become greater n a,,Barron
773,3,verb, to find and bring back n a,,Barron
774,3,verb," to find or discover, usually by chance or mistake",,Barron
775,3,verb, to copy an action,,Barron
776,3,verb, to emphasize the part of a greater whole,,Barron
777,3,verb, to call up or produce memories or feelings; to cause to remember,,Barron
778,3,adjective, of great importance; extremely necessary,,Barron
779,3,noun," a very important or famous person, usually associated with a high position in government",,Barron
780,3,verb, to use completely; to expend all energy; very thorough,,Barron
781,3,adjective, large in area or number; to offer; to make longer,,Barron
782,3,verb, to be in the presence of and oppose,,Barron
783,3,noun, a person or image that is loyally admired or respected,,Barron
784,3,adjective, to be unaware of or forgetful,,Barron
785,3,adverb," in a clear, easy-to-understand way",,Barron
786,3,adjective, causing anger; rude; being unpleasant,,Barron
787,3,adverb, in a way that foretells future events,,Barron
788,3,adjective, appropriate; correct; convenient,,Barron
789,3,adjective, more than enough,,Barron
790,3,verb, to show little fear or regard for rules or established norms; to change,,Barron
791,3,adjective, done with persistence and hard work; with attention to details,,Barron
792,3,verb, to pass a law,,Barron
793,3,verb, to pretend; make believe,,Barron
